Title,Genre,Year,Rating,Director,Cast,Duration,Language,Country of Origin,Revenue,Budget
Roald Dahl's Matilda the Musical,Family,2022,6.8,Matthew Warchus,"Alisha Weir, Emma Thompson, Lashana Lynch, Stephen Graham, Andrea Riseborough, Sindhu Vee, Charlie Hodson-Prior, Meesha Garbett, Rei Yamauchi Fulker, Ashton Robertson, Winter Jarrett Glasspool, Andrei Shen, Carl Spencer, Lauren Alexandra, Katherine Kingsley, Amber Adeyinka, James Laurenson, Ann Firbank, Amanda Lawrence, Thomas Arnold, James Dryden, Matt Henry, Karen Mavundukure, Tia Isaac, Ella Chadwick, Erin Rushidi, Rudy Gibson, Isa Islam, Joshua Moabi, Poppy Caton, Ian McIntosh, Kirsty Malpass, Tim Bentinck, Charlie Gordon, Lauren Hasselbaink, Dylan Duharty, Olivia Thomas, Isla Brill, Demi Delord, Miah Hasselbaink, Charlie Beeton, Daniel Bill, Serrana Su-Ling Bliss, Toby Brandon, Olivia Clark, Atalia Mai Cornelia, Imogen Darwen, Hannah Deverell, Myka Holland, Noah Leggott, Bebe Massey, Chloe Muldowney, Sara Munday, Elizabeth Nurdin, Lyla Toplass, Leon Ung, Scarlett Weegram, Poppy Whittaker, Rochelle Wyatt, Yasmin Boys",117,en,United Kingdom,13276499,25000000
Fall,Thriller,2022,7.287,Scott Mann,"Grace Caroline Currey, Virginia Gardner, Jeffrey Dean Morgan, Mason Gooding, Jasper Cole, Darrell Dennis, Julia Pace Mitchell",107,en,United Kingdom,16120263,3000000
Encanto at the Hollywood Bowl,Music,2022,7.304,Chris Howe,"Lin-Manuel Miranda, Stephanie Beatriz, Adassa, Carolina Gaitán, Jessica Darrow, Diane Guerrero, Mauro Castillo, Angie Cepeda, Olga Merediz, Carlos Vives, Andrés Cepeda",45,en,United States of America,N/A,N/A
Diabolik - Ginko Attacks,Crime,2022,5.706,Antonio Manetti,"Giacomo Gianniotti, Miriam Leone, Valerio Mastandrea, Monica Bellucci, Alessio Lapice, Linda Caridi, Pier Giorgio Bellocchio, Ester Pantano, Andrea Roncato, Amanda Campana, Urbano Barberini, Giacomo Giorgio, Simone Leonardi, Pierangelo Menci, Marco Bonadei, G-Max, Gustavo Frigerio, Diodato",111,it,Italy,1228459,N/A
Avatar,Action,2009,7.6,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence, Kelly Kilgour, James Patrick Pitt, Sean Patrick Murphy, Peter Dillon, Kevin Dorman, Kelson Henderson, David Van Horn, Jacob Tomuri, Michael Blain-Rozgay, Jon Curry, Julene Renee, Luke Hawker, Woody Schultz, Peter Mensah, Sonia Yee, Jahnel Curfman, Ilram Choi, Kyla Warren, Alicia Vela-Bailey, Kyle Dryberg, Larry Rew, Dina Morrone, Rodney Cook",162,en,United States of America,2920357254,237000000
JUNG_E,Science Fiction,2023,6.287,Yeon Sang-ho,"Kang Soo-youn, Kim Hyun-joo, Ryu Kyung-soo, Uhm Ji-won, Lee Dong-hee, Han Woo-yeol, Lee Ga-kyung, Shin Min-jae, Kim Sun-hyuk, Lee Hyun-kyun, Park So-yi, Lee Seung-chan, Kim Tae-joon, Do Yong-gu, Hong Seok-bin, Jun Jung-il, Son Young-soon, Cha Young-ju, Cha Hee, Park So-eul",98,ko,South Korea,N/A,N/A
Scream VI,Horror,2023,7.3,Matt Bettinelli-Olpin,"Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Roger Jackson, Courteney Cox, Dermot Mulroney, Jack Champion, Josh Segarra, Liana Liberato, Devyn Nekoda, Hayden Panettiere, Skeet Ulrich, Tony Revolori, Samara Weaving, Matthew Giuffrida, Andre Anthony, Henry Czerny, Thomas Cadrot, Barry Morgan, Chanel Mings, Erika Prevost, Jesse Camacho, Jenna Wheeler-Hughes, Mizinga Mwinga, André Bédard, Céleste Dubé, Eric Davis, Lydia Zadel, Elizabeth Neale, Justin Johnson, Stephane Ishmael, Max Laferriere, Jack Quaid, Jason Cavalier, Thom Newell, Tim Robinson, Akiva Schaffer",123,en,United States of America,141000000,35000000
The Whale,Drama,2022,8.046,Darren Aronofsky,"Brendan Fraser, Sadie Sink, Hong Chau, Ty Simpkins, Samantha Morton, Sathya Sridharan, Jacey Sink, Wilhelm Schalaudek",116,en,United States of America,36752010,3000000
John Wick,Action,2014,7.399,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Ian McShane, John Leguizamo, Willem Dafoe, Alfie Allen, Dean Winters, Adrianne Palicki, Lance Reddick, Bridget Moynahan, David Patrick Kelly, Randall Duk Kim, Munro M. Bonnell, Omer Barnea, Toby Leonard Moore, Daniel Bernhardt, Bridget Regan, Keith Jardine, Tait Fletcher, Thomas Sadoski, Clarke Peters, Kevin Nash, Gameela Wright, Vladislav Koulikov, Patricia Squire, Kazy Tauginas, Vladimir Troitsky, Matt McColm, Scott Tixier, Alexander Frekey, Carolyn Blair, Samantha Crawford, Nadia Kay, Natalia Kiriya, Tommy Bayiokos, J.J. Perry, Dennis Keiffer, Alex Ziwak, Erik Martin",101,en,United States of America,88761661,20000000
Troll,Fantasy,2022,6.756,Roar Uthaug,"Ine Marie Wilmann, Kim S. Falck-Jørgensen, Mads Sjøgård Pettersen, Gard B. Eidsvold, Anneke von der Lippe, Dennis Storhøi, Karoline Viktoria Sletteng Garvang, Yusuf Toosh Ibra, Ameli Olving Sælevik, Bjarne Hjelde, Jon Ketil Johnsen, Duc Paul Mai-The, Ingrid Vollan, Trond Magnum, Pål Richard Lunderby, Pål Anders Nordvi, Eric Vorenholt, Hugo Mikal Skår, Veronica Sinclair, Gard Fartein Løkke Goli, Kohinoor Nordberg, Axel Barø Aasen, Kyrre Eikås Ottersen, Bob Heide, Stine Neerland Hartviksen, Paal Herman Ims, Kasper Antonsen, Espen Aukan, Paul Kirby, Laura Lee Dubois, Peter Dubois, Chiaki Nishijima, Ingvild Bryn, Tom Nilssen, Nicolai Robinot Bodd, Carmen Gloria Pérez, Jessica Lauren Taylor, Neil Howard, Christina Askeland, Billy Campbell",104,no,Norway,N/A,N/A
Huesera: The Bone Woman,Drama,2023,5.79,Michelle Garza Cervera,"Natalia Solián, Alfonso Dosal, Mayra Batalla, Mercedes Hernández, Aida López, Martha Claudia Moreno, Enoc Leaño, Pablo Guisa Koestinger, Sonia Couoh, Samantha Castillo, Anahí Allue, Gabriela Velarde",93,es,Mexico,N/A,N/A
Thor: Love and Thunder,Fantasy,2022,6.602,Taika Waititi,"Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi, Jaimie Alexander, Russell Crowe, Chris Pratt, Karen Gillan, Dave Bautista, Pom Klementieff, Sean Gunn, Vin Diesel, Bradley Cooper, Idris Elba, Carly Rees, Kat Dennings, Brett Goldstein, Stellan Skarsgård, Luke Hemsworth, Matt Damon, Sam Neill, Melissa McCarthy, Ben Falcone, Suren Jayemanne, Natasha Cheng, Stephen Curry, Bobby Holland Hanton, Daley Pearson, Dianne Close, Greg Mitchell, Briegh Winderbaum, Mayzie Winderbaum, Izaac Winderbaum, Alanis Long Borrello, Luka Bale, Kieron L. Dyer, India Rose Hemsworth, Simon Russell Beale, Manny Spero, Jonny Brugh, Andrew Crawford, Chanique Greyling, Brooke Satchwell, Elsa Pataky, Zia Kelly, Rosangela Fasano, Cameron Chapek, Tristan Hemsworth, Samson Alston, Alan Spies, Eliza Matengu, Shari Sebbens, Victoria Zerbst, Johnny Nasser, Jenna Owen, Gemma Dart, Victoria Ferrara, Ava Rodrigo-Porter, Elsa Rodrigo-Porter, Kaan Guldur, Indeia Booc, Indiana Ierano, Cayla Sutherland, Tui Vincent, Garth Wood, Yure Covich, Matatia Foa'i, Alan Dukes, Alan Tsibulya, Arka Das, Simona Paparelli, Nico Cortez, Priscilla Doueihy, Nicole Milinkovic, Chayla Korewha, Imaan Hadchiti, Carmen Foon, Clariza Vicente, Kuni Hashimoto, Stephen Hunter, Justin Paul Hitchcock, Nazih Kheir, Tatyana Gillam, Indiana Evans, Samantha Allsop, Olivia Vasquez, Adam Todd, Josh Heuston, David Hambly, Janessa Dufty, Ava Caryofyllis, Chloé Gouneau, Ben Sinclair, Jane Yubin Kim, Dave Cory, Te Kainga O'Te Hinekahu Waititi, Matewa Kiritapu Waititi, Sasha Hemsworth, Aleph Millepied, Amalia Millepied, Rex Bale, Molly Moriarty, Hannah Gray, Luc Barrett, Luca Darda, Bo Chambers, Zali Mae Harrison, Leeton Alan Ingrey, Evan Stanhope, Jessica May Lynne, Jaimee Rose Lynn, Kim Thien Doan, Simone Landers, Sienna Ngeru, Rafael Siemer, Gabriel Siemer, Ronin Fabi, Arias Vang, Corban Ierano, Xander Mouradian, Jacob Yee, Zachary Levi, Ray Stevenson, Tadanobu Asano, Tom Hiddleston",119,en,United States of America,760928081,250000000
Prey for the Devil,Horror,2022,7.151,Daniel Stamm,"Jacqueline Byers, Colin Salmon, Christian Navarro, Lisa Palfrey, Nicholas Ralph, Ben Cross, Virginia Madsen, Tom Forbes, Velizar Binev, Owen Davis, Debora Zhecheva, Cora Kirk, Posy Taylor, Elizabeth Gibson",93,en,United States of America,37655699,N/A
Spider-Man: No Way Home,Action,2021,8.011,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau, Jamie Foxx, Willem Dafoe, Alfred Molina, Benedict Wong, Tony Revolori, Marisa Tomei, Andrew Garfield, Tobey Maguire, Angourie Rice, Arian Moayed, Paula Newsome, Hannibal Buress, Martin Starr, J.B. Smoove, J.K. Simmons, Rhys Ifans, Charlie Cox, Thomas Haden Church, Haroon Kahn, Emily Fong, Mary Rivera, Rudy Eisenzopf, Kathleen Cardoso, Jonathan Sam, Andrew Dunlap, Ben VanderMey, Zany Dunlap, B. Clutch Dunlap, Minnah Dunlap, Gary Weeks, Gregory Konow, Carol Anne Dines, Anisa Nyell Johnson, Willie Burton, Mallory Hoff, Greg Clarkson, Regina Ting Chen, Robert Mitchel Owenby, Glenn Keogh, Paris Benjamin, Jwaundace Candece, Taylor St. Clair, Gabriella Cila, Darnell Appling, Rolando Fernandez, Edward Force, Michael Le, Dean Meminger, Frederick A. Brown, Cristo Fernández, Clay Savage, Tom Hardy, Jake Gyllenhaal, Jay Karales, Gina Aponte, John Barnes, Harry Holland",148,en,United States of America,1921847111,200000000
The Last Heretic,Thriller,2022,5.6,Daniel de la Vega,"Germán Palacios, Victoria Almeida, Gloria Carrá, César Bordón, Germán de Silva, Miguel Jordán, Héctor Calori, María Inés Banegas, Daniel Miglioranza, Constanza Maral",80,es,Argentina,N/A,N/A
Sonic the Hedgehog 2,Action,2022,7.596,Jeff Fowler,"James Marsden, Ben Schwartz, Tika Sumpter, Natasha Rothwell, Adam Pally, Shemar Moore, Colleen O'Shaughnessey, Lee Majdoub, Idris Elba, Jim Carrey, Melody Nosipho Niemann, Tom Butler, Brad Kalilimoku, Krista Alvarez, Donna Jay Fulks, Scott Patey, Leif Havdale, Johnson Phan, Colby Chartrand, Kevin Fortin, Jeff Sanca, Sook Hexamer, Maria Ameerali, Kyle Riefsnyder, Parker Rowell-Laferriere, Tammy Nera, Gerald Paetz, Corry Glass, David Jacox, Mike Mitchell, Heath Stevenson, Doug Chapman, Rhys Williams, Nilo Ghajar, Don Lew, Elizabeth Bowen, Vladimir Ruzich, Shay Kuebler, Keiran Bohay, Kevin Mylrea, Jared Khalifa, Aiden Cass, Andrew Kyrzyk, Stanislav Galimkhanov, Shaun Magee, Alex Bogomolov, Shawn Stewart, Barry Nerling, Simon Chin, Vladimir Raiman, Yvetta Fisher, Adrian Hein, Jess Lundgren, Steve Chang, Ted Barba, Brennan Dyson, Saida Dyson, Katie Wright Pere, Ha'a Keaulana, Quinn Early, Cheryl Lewis, Angela Meryl, Ashlei Tave, Mariah Dyson, Tavita Woodard, Ernie Jackson, Rob 'Sluggo' Boyce, Robert Zen Humpage, Fraser Corbett, Marcus Aurelio, Jason Triplett, Eli Olson, Mike Rufino, Nito Larioza, Chad Keaulana, Sarah Surh, Paul Lazenby",122,en,Japan,402656846,110000000
The Simpsons Meet the Bocellis in Feliz Navidad,Animation,2022,5.2,David Silverman,"Nancy Cartwright, Yeardley Smith, Dan Castellaneta, Julie Kavner, Andrea Bocelli, Matteo Bocelli, Virginia Bocelli",4,en,United States of America,N/A,N/A
A Man Called Otto,Comedy,2022,7.9,Marc Forster,"Tom Hanks, Mariana Treviño, Rachel Keller, Manuel Garcia-Rulfo, Cameron Britton, Kailey Hyman, Mike Birbiglia, Elle Chapman, Joe Fishel, Truman Hanks, Juanita Jennings, Kelly Lamor Wilson, John Higgins, Tony Bingham, Lily Kozub, Mack Bayda, Peter Lawson Jones, Max Pavel, Peter Sipla, Patrick Stanny, Allyson R. Hood, Carl Clemons, Connor McCanlus, Kristy Nolen, Dominick Marrone, Cindy Jackson, Christiana Montoya, Alessandra Perez, Bodhi Wilson, Ira Amyx, Greg Allan Martin, Elle Chapman, Bryant Carroll, Julian Manjerico, Jon Donahue, Gina Aponte",126,en,Sweden,103842303,50000000
Legion of Super-Heroes,Animation,2023,6.41,Jeff Wamester,"Meg Donnelly, Harry Shum Jr., Darren Criss, Jensen Ackles, Matt Bomer, Cynthia Hamidi, Yuri Lowenthal, Gideon Adlon, Ely Henry, Darin De Paul, Robbie Daymond, Eric Lopez, Ben Diskin, Victoria Grace, Jennifer Hale, Daisy Lightfoot, Zeno Robinson",84,en,United States of America,N/A,N/A
Top Gun: Maverick,Action,2022,8.3,Joseph Kosinski,"Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Ed Harris, Val Kilmer, Lewis Pullman, Charles Parnell, Bashir Salahuddin, Monica Barbaro, Jay Ellis, Danny Ramirez, Jack Schumacher, Manny Jacinto, Kara Wang, Greg Tarzan Davis, Jake Picking, Raymond Lee, Jean Louisa Kelly, Lyliana Wray, Chelsea Harris, Darnell Kirkwood, Austin Bowerman, Stephanie Andrea Barron, Alec Williams, Rachel Winfree, Peter Mark Kendall, Ian Gary, Bob Stephenson, Landon Gordon, Margaret Strabala, Ryan Heilmann, Shantel Limbo, James Handy, Whylip Lee, Tristan Henry, Jason Robert Boles, Brian Ferguson, Chido Nwokocha, Chaz Ingram, Rachael Markarian, Shannon Kane, Norman Ralph Eliasen, Anthony Edwards, Meg Ryan, Kelly McGillis",131,en,United States of America,1488732821,170000000
The Enforcer,Action,2022,7.359,Richard Hughes,"Antonio Banderas, Kate Bosworth, Mojean Aria, Alexis Ren, Zolee Griggs, 2 Chainz, Aaron Cohen, Natalie Burn, Mark Rhino Smith, Luke Bouchier, Kika Georgiou, Kostas Sommer, Christos Vasilopoulos, Vivian Milkova, Lucia McKinstry Calvo, Eleftheria Giovanaki, Giannis Zoumpandis, Nikos Thomas, Panagiotis Milas, Rhiannon Lee, Orestis Chang Faethon, Panagiotis Kapritsios, Maria Hekimian, Dave Thompson, Dimitris Efrimidis, Lennan Andruisiw, Tihomir Vinchev, Asen Asenov, Manos Gavras, Rosmary Yaneva, Ekaterini Athanasiadou",91,en,United States of America,N/A,1261569
Terrifier 2,Horror,2022,6.955,Damien Leone,"Lauren LaVera, David Howard Thornton, Elliott Fullam, Sarah Voigt, Kailey Hyman, Casey Hartnett, Charlie McElveen, Amelie McLain, Johnath Davis, Samantha Scaffidi, Leah Voysey, Chris Jericho, Felissa Rose, Owen Myre, Griffin Santopietro, Devon Roth, Amy Russ, Cory DuVal, Staci Dickerson, Marisa Bertani, Tamara Glynn, Reid Richards, Sarah Grace Sanders, Ava O'Donnell, Briana Calcagno, Katie Maguire, Gilbrando Acevedo, Mark A. Langston, Wesley Holloway, Geordie McGillivray, Rob Gabriele, Phil Falcone, Thomas Rickman, Thomas Smith, Miche Brill, Sarah Brill, Robert Privitera, Rachel Keefe, Jamie Root, Scott Klausen, Jenna Kanell, Catherine Corcoran, Gino Cafarelli, Matt McAllister, Erick Zamora, Damien Leone, Rick Styczynski, Loren W. Lepre, Michael Leavy, Michelle Santiago, Ryan James, Ross Caudill Jr., Matthew Hammond, Jonathan A. Streetzel, Craig Sapenoff, Jackie Adragna, Marcus Slabine, Steven Kiseleski, Johnny Ferri, Joshua Kirpach, Sheri Fairchild, Jason Leavy, Steven Della Salla, Nedim Jahić",138,en,United States of America,12400000,250000
¡Que Viva México!,Comedy,2023,4.7,Luis Estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosío, Ana de la Reguera, Ana Martín, Angelina Peláez, Mayra Hermosillo, Fermín Martínez, Leticia Huijara, Luis Fernando Peña, Daniel Raymont, Vico Escorcia, Adriana Louvier, Flor Eduarda Gurrola, Sonia Couoh, Marius Biegai, Silverio Palacios, Álex Perea, Zaide Silvia Gutiérrez, Enrique Arreola, Ariane Pellicer, Salvador Sánchez, Cuauhtli Jiménez, José Sefami, José Manuel Poncelis, José Concepción Macías",191,es,Mexico,N/A,N/A
Sniper: The White Raven,War,2022,7.6,Marian Bushan,"Pavlo Aldoshyn, Maryna Koshkina, Andrii Mostrenko, Roman Semysal, Roman Yasinovskyi, Oleh Shulha, Yehor Kozlov, Yevhen Chernykov, Vadym Kurylko",120,uk,Ukraine,N/A,1000000
Guillermo del Toro's Pinocchio,Animation,2022,8.242,Guillermo del Toro,"Gregory Mann, Ewan McGregor, David Bradley, Christoph Waltz, Tilda Swinton, Ron Perlman, Finn Wolfhard, Cate Blanchett, Tim Blake Nelson, John Turturro, Burn Gorman, Tom Kenny, Alfie Tempest, Anthea Greco, Francesca Fanti, Sandro Carotti, Rio Mangini, Benjamin Valic, Sky Alexis, Ariana Molkara, Roy Halo, Luciano Palmeri, Peter Arpesella",117,en,United States of America,N/A,35000000
Big Trip 2: Special Delivery,Animation,2022,6.5,Vasiliy Rovenskiy,"Daniil Medvedev, Bernard Jacobsen, Stephen Thomas Ochsner, Liza Klimova, Kate Lann, Jonathan Salway, Jordan Worsley, David Andrew Grout, Andrey Kurganov, Cayce Orion, Arthur Cook, Brodey Evan, Jacqueline Vouga, Daniel Armstrong, Josh Wilson",90,ru,Russia,N/A,N/A
Breaking,Crime,2022,6.6,Abi Damaris Corbin,"John Boyega, Michael Kenneth Williams, Nicole Beharie, Connie Britton, Selenis Leyva, Jeffrey Donovan, Olivia Washington, London Covington, Robb Derringer, Carmine Giovinazzo, Kate Burton, Albert Kong, Elise Neal, Kelli Dawn Hancock, Mel Fair, Keith Ewell, Miriam Silverman, Shannon Walsh, Kim D'Armond, Brian Groh, Dan Aho, Xavier Avila, John Zderko, Kacey Montoya, Aries Sanders, William Marquart, Lily Keene, Bourke Floyd, Marcus Bailey, Michelle Bernard, Malcolm Smith, Joyce Greenleaf, Angelina Ramirez, Anthony D. Washington, Frantz Durand, Robert Gatewood, Harvey B. Jackson, Anne-Marie Olsen, Paul Sinacore, Peter Lawrence Singer, Katherine Stephens-Miller, John Un",103,en,United Kingdom,N/A,N/A
Dragon Ball Super: Super Hero,Animation,2022,7.935,Tetsuro Kodama,"Masako Nozawa, Toshio Furukawa, Yuko Minaguchi, Hiroshi Kamiya, Mamoru Miyano, Miyu Irino, Ryota Takeuchi, Aya Hisakawa, Mayumi Tanaka, Ryou Horikawa, Takeshi Kusao, Koichi Yamadera, Masakazu Morita, Bin Shimada, Tomokazu Sugita, Aya Hirano, Uoken, Norio Wakamoto, Volcano Ota, Miki Ito",99,ja,Japan,86562140,N/A
Creed II,Drama,2018,6.999,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Wood Harris, Russell Hornsby, Phylicia Rashād, Dolph Lundgren, Florian Munteanu, Andre Ward, Brigitte Nielsen, Milo Ventimiglia, Robbie Johns, Patrice Harris, Jacob 'Stitch' Duran, Ana Gerena, Benjamin Vaynshelboym, Angelina Shipilina, Pavel Vakunov, Oleg Ivanov, Christopher Mann, Robert Douglas, Zack Beyer, Chrisdine King, James Collins Jr., John Jezior, Pete Postiglione, Billy Vargus, Johanna Tolentino, Eleni Delopoulos, Marcia Myers, Emily-Grace Murray, Corey Calliet, Robert Sale, Hendrix McDaniel, Maverick McDaniel, Paris Michael Cunningham, Kenny Bayless, Ivo Nandi, Dmitry Torgovitsky, Michael Buffer, Jim Lampley, Max Kellerman, Roy Jones Jr., Scott Van Pelt, Linda Cohn, Bibi Bourelly, Rocky Ciarrocchi, Toby Kearton, Charles W Harris III, Oliver Burbage, Alexander Alayon Jr., Gary Ayash, Isabella Armina, Neil Baltus, Stephen C. Bortsalas, Marko Caka, Amanda Cerny, Jill Chestnut, Josh Christensen, Daniel C. Davis, Sergio Delavicci, Aaron Drapeylo, JaQuinley Kerr, Marty Krzywonos, Mark Mancarian, Mark Montalbano",130,en,United States of America,214215889,50000000
Unicorn Wars,Action,2022,6.5,Alberto Vázquez,"Jon Goiri, Jaione Insausti, Ramón Barea, Txema Regalado, Manu Heras, Gaizka Soria, Iker Diaz, Estívaliz Lizárraga, Pedro Arrieta, Alberto Vázquez, Rosa María Romay, Antón Palomar, Alberto Escobal García, Kepa Cueto, Juan Carlos Loriz, Eduardo Gorriño, Josu Varela, Álvaro Sánchez, Maribel Legarreta, Itxaso Quintana, Eba Ojanguren, Pilar Ferrero, Fátima Casado",93,es,Belgium,27833,N/A
Dolphin Boy,Animation,2022,6.529,Mohamed Hamedani,"Polina Avdeenko, Yuliya Rudina, Boris Khasanov, Yuliya Zorkina, Vasilisa Ruchimskaya",90,ru,Germany,N/A,N/A
Sisu,War,2023,7.2,Jalmari Helander,"Jorma Tommila, Aksel Hennie, Jack Doolan, Onni Tommila, Mimosa Willamo, Tatu Sinisalo, Wilhelm Enckell, Vincent Willestrand, Arttu Kapulainen, Elina Saarela, Ilkka Koivula, Max Ovaska, Joel Hirvonen, Pekka Huotari, Severi Saarinen, Aamu Milonoff, Joonas Brilli, Nicholas Francett, Kevin Francett, Eemeli Franssi, Jussi Kaila, Jarkko Klemetti, Henri Koljonen, Pekka Laakso, Martti Leinonen, Joosua Oja, Pietari Paappanen, Oskari Skyttä, Tomi Lampinen, Mila Leppälä, Jasmi Mäenpää, Nora Nevia, Jenna Tyni, Anssi-Pekka Fredriksson, Jarmo Hietamäki, Wellu Mikkonen, Akseli Hakovirta, Juho-Lauri Hakovirta, Iisko Hirvasvuopio, Sakari Maliniemi, Jukka Vuorela, Ari Joki, Nikita Makkojev, Jasmin Valjas, Linnea Vilppunen, Hannu Anttila, Mario Esposito, Tarmo Hassinen, Miia Heikkinen, Kimmo Henriksson, Arto Kairajärvi, Risto Korhonen, Mirva Korvala, Steven Madlin, Julia Malmsten, Annika Moisio, Kari Parkkinen, Tommi Pelkonen, Arto Peltomäki, Leena Sormunen, Pekka Virkkunen, Jukka Virtanen",91,fi,Finland,N/A,6200000
All Quiet on the Western Front,Drama,2022,7.772,Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer, Moritz Klaus, Adrian Grünewald, Edin Hasanović, Daniel Brühl, Thibault de Montalembert, Devid Striesow, Andreas Döhler, Sebastian Hülk, Luc Feit, Michael Wittenborn, Michael Stange, Sascha Nathan, Tobias Langhoff, Anton von Lucke, Michael Pitthan, Joe Weintraub, Charles Morillon, Gabriel Dufay, Dan Brown, Philipp Schenker, Cyril Dobrý, Sebastian Jacques, Gregory Gudgeon, Cyril Čechák, Jakob Schmidt, Felix von Bredow, Martin Dostál, Marek Simbersky, Jakob Diehl, Friedrich Berger, Anthony Paliotti, Radek Brodil, Jonathan Henault, Nico Ehrenteit, Hendrik Heutmann, Daniel-Frantisek Kamen, Tomáš Čapek, Markus Tomczyk, Emil Rothermel, Wolf Danny Homann, Michal Závodský, Nicolas Prokop, Jacob Zacharias Eckstein, Adam Mensdorff, Peter Sikorski, Alžběta Malá, Andrea Zatloukalová, Thomas Zielinski, Tomáš Weber, Samuel Neduha, Martin Němec, Tomáš Merkl",147,de,Germany,N/A,20000000
